brand,model,screen_size (inches),color,harddisk (in GB),cpu,ram (GB),OS,special_features,graphics,graphics_coprocessor,cpu_speed (GHz),rating,price
MSI,Stealth GS66 12UGS-025,15.60,Core Black,,Intel Core i9,32.00,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.80,1.00,1699.00
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
Dell,Latitude 5420 Laptop,14.00,Black,128.00,Core i5,4.00,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1078.99
Dell,Latitude 9520 Laptop,15.00,Black,512.00,Core i7,16.00,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1046.99
Dell,Latitude 7320 Laptop,13.30,Black,256.00,Core i5,16.00,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,683.99
Dell,Latitude 5420 Laptop,14.00,Black,512.00,Core i5,32.00,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1125.99
Dell,Latitude 7420 Laptop,14.00,,2000.00,Core i5,,Windows 11 Home,,,,,,1328.99
Dell,Inspiron 3511 Laptop,15.60,Black,2000.00,Core i5,16.00,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,714.99
Dell,Precision 7770 Laptop,17.30,Silver,1000.00,Core i5,32.00,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A5500,,,,3176.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,,Intel Core i9,32.00,Windows 11 Home,,Dedicated,,1.80,5.00,1599.00
MSI,Stealth GS66 12UGS-025,15.60,Core Black,,Intel Core i9,32.00,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.80,1.00,1699.00
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
Dell,Precision 7560 Laptop,15.60,Silver,512.00,Core i7,16.00,Windows 11 Home,Wifi & Bluetooth,Nvidia T1200,,,,2126.99
Dell,Latitude 3520 Laptop,15.60,Black,512.00,Core i5,32.00,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,953.82
Dell,Latitude 3520 Laptop,15.60,Black,512.00,Core i7,8.00,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1584.99
Dell,Vostro 3510 Laptop,15.60,Black,512.00,Core i7,8.00,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,921.99
Dell,Vostro 3510 Laptop,15.60,Black,256.00,Core i5,16.00,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,719.99
Dell,XPS 9510 Laptop,15.60,Platinum Silver,512.00,Core i7,64.00,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,,,,2877.06
Dell,Inspiron 3511 Laptop,15.60,Black,2000.00,Core i5,64.00,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,821.99
Dell,Inspiron 3511 Laptop,15.60,Black,512.00,Core i5,16.00,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,660.99
Dell,Alienware m18 Laptop,18.00,Black,1000.00,Core i9,32.00,Windows 11 Home,Wifi & Bluetooth,"Nvidia GeForce RTX 4070, Dedicated",,,,2675.28
Dell,Alienware m16 Laptop,16.00,Black,512.00,Core i7,32.00,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4050,,,,1989.85
Dell,Alienware m18 Laptop,18.00,Black,512.00,Core i7,16.00,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,,2244.54
ROKC,,15.60,Blue,1152.00,Pentium,20.00,Windows 11,,Integrated,Intel,1.10,5.00,389.99
HP,,14.00,Rose Gold,64.00,Celeron N4000,16.00,Windows 11,,Integrated,Intel,1.10,4.70,389.99
HP,,15.60,Black,1000.00,Pentium N5000,16.00,Windows 11,,Integrated,Intel,1.10,4.40,459.99
Dell,Latitude 5520 Laptop,15.60,Black,4000.00,Core i7,32.00,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,2109.99
Dell,Latitude 3520 Laptop,15.60,Black,2000.00,Core i7,32.00,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1761.99
Dell,Latitude 5420 Laptop,14.00,Black,2000.00,Core i5,16.00,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1283.99
Dell,Vostro 3510 Laptop,15.60,Black,2000.00,Core i5,32.00,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,877.99
Dell,Latitude 5420 Laptop,14.00,Black,512.00,Core i5,32.00,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1231.99
Dell,Inspiron 3511 Laptop,15.60,Black,512.00,Core i5,8.00,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,647.99
DELL,Inspiron 16 5620,16.00,Platinum Silver,2 TB,Core i7 Family,16.00,Windows 10 Home,"Fingerprint Reader, HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot",Dedicated,,,,1479.00
Dell,Latitude 7440 Laptop,14.00,Black,1000.00,Core i7,16.00,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1305.17
Dell,Inspiron 5620 Laptop,16.00,"Grey, Gray, Platinum Silver",256.00,Core i5,12.00,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,739.99
Dell,Latitude 5520 Laptop,15.60,Black,512.00,Core i5,32.00,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,953.82
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
DELL,Inspiron,16.00,Silver,1000.00,Intel Core i5,32.00,Windows 11,,Integrated,Intel,,,899.99
ROKC,Ideapad 3,15.60,Gray,1000.00,Intel Core i5,20.00,Windows 11,,Integrated,Intel,,,639.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,,Intel Core i9,32.00,Windows 11 Home,,Dedicated,,1.80,5.00,1599.00
MSI,Stealth GS66 12UGS-025,15.60,Core Black,,Intel Core i9,32.00,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.80,1.00,1699.00
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
Dell,Latitude 5320 Laptop,13.30,Black,256.00,Core i7,16.00,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,821.99
Dell,Alienware x14 R2 Laptop,14.00,Silver,1000.00,Core i7,32.00,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4060,,,,2033.26
ASUS,TUF Gaming A17,17.30,Graphite Black,1000.00,Ryzen 5 4600H,24.00,Windows 10 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,,1139.00
LG,Gram 16 Pro,16.00,Black,8 TB,Core i7 Family,32.00,Windows 10 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Dedicated,,,,2489.99
Dell,Latitude 7440 Laptop,14.00,Black,1000.00,Core i7,16.00,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1305.17
Dell,Precision 7680 Laptop,16.00,Silver,1000.00,Core i7,32.00,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX 2000 Ada,,,,2400.99
Dell,Alienware m15 R5 Ryzen Edition Laptop,15.60,Dark Side of the Moon,2000.00,AMD Ryzen 7,32.00,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3070,,,,2255.92
Dell,G15 5530 Laptop,15.60,Gray,1000.00,Core i7,16.00,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4060,,,,1409.99
Dell,Alienware X17 R2 Laptop,17.30,Lunar Light,1000.00,Core i9,64.00,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3080 Ti,,,,3196.99
ROKC,,15.60,Blue,1152.00,Pentium,20.00,Windows 11,,Integrated,Intel,1.10,5.00,389.99
HP,,14.00,Rose Gold,64.00,Celeron N4000,16.00,Windows 11,,Integrated,Intel,1.10,4.70,389.99
HP,,15.60,Black,1000.00,Pentium N5000,16.00,Windows 11,,Integrated,Intel,1.10,4.40,459.99
Dell,Latitude 3420 Laptop,14.00,Black,128.00,Core i7,4.00,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,2211.99
Dell,Latitude 3520 Laptop,15.60,Black,512.00,Core i5,64.00,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1059.67
Dell,Vostro 3510 Laptop,15.60,Black,512.00,Core i7,16.00,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,942.99
Dell,Latitude 5520 Laptop,15.60,Black,256.00,Core i7,64.00,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,2535.99
Dell,Inspiron 3511 Laptop,15.60,Black,4000.00,Core i5,32.00,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,956.49
Dell,Inspiron 7420 2-in-1,14.00,"Grey, Gray, Platinum Silver",128.00,Core i7,4.00,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,777.02
Dell,Latitude 7420 Laptop,14.00,Black,256.00,Core i5,16.00,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1014.99
Dell,Latitude 5420 Laptop,14.00,Black,256.00,Core i7,32.00,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1015.99
Dell,Latitude 5520 Laptop,15.60,Black,512.00,Core i5,32.00,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,953.82
Dell,Inspiron 3501 Laptop,15.60,Black,2000.00,Core i3,16.00,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,635.67
Dell,Latitude 7520 Laptop,15.60,Black,256.00,Core i5,8.00,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1077.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
DELL,Inspiron,16.00,Silver,1000.00,Intel Core i5,32.00,Windows 11,,Integrated,Intel,,,899.99
ROKC,Ideapad 3,15.60,Gray,1000.00,Intel Core i5,20.00,Windows 11,,Integrated,Intel,,,639.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,,Intel Core i9,32.00,Windows 11 Home,,Dedicated,,1.80,5.00,1599.00
MSI,Stealth GS66 12UGS-025,15.60,Core Black,,Intel Core i9,32.00,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.80,1.00,1699.00
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
Dell,Inspiron 3511 Laptop,15.60,Black,256.00,Core i5,16.00,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,586.96
Dell,XPS 9510 Laptop,15.60,Platinum Silver,512.00,Core i7,16.00,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,,,,2810.99
Dell,Latitude 7420 Laptop,14.00,Black,256.00,Core i5,16.00,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1056.99
Dell,Inspiron 3511 Laptop,15.60,Black,4000.00,Core i5,64.00,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1037.99
HP,15-DY100,15.60,Natural Silver,2 TB,Core i3-1005G1,48.00,Windows 11 Home,"HD Audio, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Integrated,,,,839.00
HP,15-DY200,15.60,Natural Silver,2 TB,Core i7 Family,48.00,Windows 10 Pro,"HD Audio, Memory Card Slot, Numeric Keypad",Integrated,,,,1239.00
Dell,Latitude 5520 Laptop,15.60,Black,2000.00,Core i5,32.00,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1865.99
Dell,Precision 3580 Laptop,15.60,Silver,256.00,Core i5,16.00,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX A500,,,,1660.99
Dell,Precision 3581 Laptop,15.60,Silver,1000.00,Core i7,64.00,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A1000,,,,2216.99
ROKC,,15.60,Blue,1152.00,Pentium,20.00,Windows 11,,Integrated,Intel,1.10,5.00,389.99
HP,,14.00,Rose Gold,64.00,Celeron N4000,16.00,Windows 11,,Integrated,Intel,1.10,4.70,389.99
HP,,15.60,Black,1000.00,Pentium N5000,16.00,Windows 11,,Integrated,Intel,1.10,4.40,459.99
Dell,Precision 5570 Laptop,15.60,Silver,256.00,Core i5,8.00,Windows 10 Pro,Wifi & Bluetooth,Nvidia RTX A1000,,,,2007.99
Dell,Inspiron 5630 Laptop,16.00,"Gray, Platinum Silver",1000.00,Core i7,16.00,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1043.99
Dell,Inspiron 3501 Laptop,15.60,Black,128.00,Core i3,8.00,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,558.99
Dell,Inspiron 7420 2-in-1,14.00,"Grey, Gray, Platinum Silver",256.00,Core i7,16.00,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,788.28
Dell,Inspiron 15,15.60,Carbon Black,1000.00,Ryzen 7,16.00,Windows 11 Home,"HD Audio, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Integrated,,,,809.99
Dell,Latitude 3520 Laptop,15.60,Black,1000.00,Core i5,16.00,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,953.82
Dell,Inspiron 3511 Laptop,15.60,Black,500.00,Core i5,32.00,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,645.99
Dell,Latitude 7420 Laptop,14.00,Black,512.00,Core i7,16.00,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,801.99
Dell,Inspiron 7415 2-in-1,14.00,Grey,256.00,AMD Ryzen 7,12.00,Windows 11 Home,Wifi & Bluetooth,AMD Integrated Graphics,,,,602.47
Dell,Inspiron 3511 Laptop,15.60,Black,2000.00,Core i5,8.00,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,693.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
DELL,Inspiron,16.00,Silver,1000.00,Intel Core i5,32.00,Windows 11,,Integrated,Intel,,,899.99
ROKC,Ideapad 3,15.60,Gray,1000.00,Intel Core i5,20.00,Windows 11,,Integrated,Intel,,,639.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,,Intel Core i9,32.00,Windows 11 Home,,Dedicated,,1.80,5.00,1599.00
MSI,Stealth GS66 12UGS-025,15.60,Core Black,,Intel Core i9,32.00,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.80,1.00,1699.00
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
Dell,Inspiron 3511 Laptop,15.60,Black,512.00,Core i5,8.00,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,599.99
Dell,Latitude 3520 Laptop,15.60,,512.00,Core i7,,Windows 10 Home,,,,,,1667.99
Dell,Latitude 5420 Laptop,14.00,Black,512.00,Core i7,8.00,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,807.99
Dell,Latitude 5420 Laptop,14.00,Black,256.00,Core i5,8.00,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,765.75
MSI,GF63 Thin 10SCXR,15.60,Black,2 TB,Core i5 Family,64.00,Windows 10 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating",Dedicated,,,,1029.99
Dell,Precision 7560 Laptop,15.60,Silver,256.00,Core i7,32.00,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,2102.99
Dell,Latitude 5520 Laptop,15.60,Black,128.00,Core i7,16.00,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,1690.99
Dell,Vostro 3510 Laptop,15.60,Black,256.00,Core i5,16.00,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,713.99
Dell,Inspiron 5620 Laptop,16.00,"Grey, Gray, Platinum Silver",256.00,Core i5,12.00,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,739.99
Dell,Vostro 3510 Laptop,15.60,Black,2000.00,Core i5,32.00,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,877.99
ROKC,,15.60,Blue,1152.00,Pentium,20.00,Windows 11,,Integrated,Intel,1.10,5.00,389.99
HP,,14.00,Rose Gold,64.00,Celeron N4000,16.00,Windows 11,,Integrated,Intel,1.10,4.70,389.99
HP,,15.60,Black,1000.00,Pentium N5000,16.00,Windows 11,,Integrated,Intel,1.10,4.40,459.99
Dell,Latitude 5520 Laptop,15.60,Black,1000.00,Core i5,8.00,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,931.30
Dell,Vostro 3510 Laptop,15.60,Black,512.00,Core i5,12.00,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,732.99
Dell,Vostro 3510 Laptop,15.60,Black,128.00,Core i3,8.00,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,691.99
Dell,Latitude 3520 Laptop,15.60,,1000.00,Core i7,,Windows 11 Pro,,,,,,1626.99
Dell,Latitude 5320 Laptop,13.30,Black,256.00,Core i5,8.00,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,,739.99
Dell,Vostro 7620 Laptop,16.00,Black,4000.00,Core i7,40.00,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 3050,,,,1512.99
Dell,Latitude 5520 Laptop,15.60,Black,256.00,Core i7,8.00,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,2337.99
Lenovo,ThinkBook 15 G4,15.60,Mineral Grey,2 TB,Core i7 Family,16.00,Windows 10 Pro,"Fingerprint Reader, Backlit Keyboard, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Integrated,,,,1279.00
Dell,Alienware m16 Laptop,16.00,Black,512.00,Core i7,32.00,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4050,,,,1989.85
Dell,Latitude 3540 Laptop,15.60,Black,256.00,Core i5,16.00,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,864.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
DELL,Inspiron,16.00,Silver,1000.00,Intel Core i5,32.00,Windows 11,,Integrated,Intel,,,899.99
ROKC,Ideapad 3,15.60,Gray,1000.00,Intel Core i5,20.00,Windows 11,,Integrated,Intel,,,639.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,,Intel Core i9,32.00,Windows 11 Home,,Dedicated,,1.80,5.00,1599.00
MSI,Stealth GS66 12UGS-025,15.60,Core Black,,Intel Core i9,32.00,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.80,1.00,1699.00
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
MSI,Raider GE76 12UE,17.30,Titanium Blue-Black-Dark Blue-Black,1000.00,Intel Core i9,16.00,Windows 10 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Dedicated,,,,1999.00
Dell,7520,15.60,Black,256.00,Core i7,16.00,Windows 10 Pro,TrackPoint,"Integrated, Dedicated",,,,439.99
Dell,Latitude 7420 Laptop,14.00,,1000.00,Core i7,,Windows 10 Home,,,,,,1528.99
Dell,Inspiron 3511 Laptop,15.60,Black,500.00,Core i5,8.00,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,604.99
Lenovo,ThinkPad E16 Gen 1,16.00,Graphite Black,1000.00,Core i7 Family,16.00,Windows 11 Home,"Fingerprint Reader, TrackPoint, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Integrated,,,,1309.00
acer,Aspire 3 A315,15.60,Pure Silver,512.00,Core i5 Family,8.00,Windows 10 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Integrated,,,,709.00
Dell,Latitude 3420 Laptop,14.00,Black,1000.00,Core i7,64.00,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1158.77
Dell,Latitude 5520 Laptop,15.60,Black,256.00,Core i5,4.00,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,844.58
Dell,G15 5530 Laptop,15.60,Gray,1000.00,Core i7,16.00,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4050,,,,1366.99
Dell,Latitude 5320 Laptop,13.30,,256.00,Core i5,,Windows 11 Pro,,,,,,899.99
ROKC,,15.60,Blue,1152.00,Pentium,20.00,Windows 11,,Integrated,Intel,1.10,5.00,389.99
HP,,14.00,Rose Gold,64.00,Celeron N4000,16.00,Windows 11,,Integrated,Intel,1.10,4.70,389.99
HP,,15.60,Black,1000.00,Pentium N5000,16.00,Windows 11,,Integrated,Intel,1.10,4.40,459.99
Dell,Precision 7670 Laptop,16.00,Silver,2000.00,Core i9,64.00,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A1000,,,,2738.99
Dell,Latitude 5520 Laptop,15.60,Black,256.00,Core i5,16.00,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1683.99
Dell,Latitude 5520 Laptop,15.60,Black,2000.00,Core i7,64.00,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,2675.99
Dell,Latitude 5420 Laptop,14.00,Black,256.00,Core i7,16.00,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,764.99
Dell,Inspiron 3511 Laptop,15.60,Black,4000.00,Core i5,64.00,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1037.99
Dell,Latitude 3520 Laptop,15.60,Black,8000.00,Core i5,16.00,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1887.38
Dell,Latitude 5520 Laptop,15.60,Black,1000.00,Core i5,32.00,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,992.10
Dell,Inspiron 3511 Laptop,15.60,Black,2000.00,Core i5,32.00,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,742.99
Dell,Latitude 5520 Laptop,15.60,Black,1000.00,Core i7,16.00,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1764.99
HP,15-DY200,15.60,Natural Silver,512.00,Core i7 Family,16.00,Windows 11 Pro,"HD Audio, Memory Card Slot, Numeric Keypad",Integrated,,,,899.00
Dell,XPS 9530 Laptop,15.60,Platinum Silver,512.00,Core i9,16.00,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,,2604.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
DELL,Inspiron,16.00,Silver,1000.00,Intel Core i5,32.00,Windows 11,,Integrated,Intel,,,899.99
ROKC,Ideapad 3,15.60,Gray,1000.00,Intel Core i5,20.00,Windows 11,,Integrated,Intel,,,639.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,,Intel Core i9,32.00,Windows 11 Home,,Dedicated,,1.80,5.00,1599.00
MSI,Stealth GS66 12UGS-025,15.60,Core Black,,Intel Core i9,32.00,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.80,1.00,1699.00
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
Dell,Alienware X17 R2 Laptop,17.30,Lunar Light,2000.00,Core i7,64.00,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3060,,,,2921.99
Dell,XPS 9530 Laptop,15.60,Platinum Silver,1000.00,Core i9,64.00,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,,3178.99
Dell,Vostro 7620 Laptop,16.00,Black,2000.00,Core i7,40.00,Windows 10 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,,,,1365.99
Dell,Inspiron 5630 Laptop,16.00,Gray,1000.00,Core i7,16.00,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,1084.99
Dell,Precision 5770 Laptop,17.00,Silver,512.00,Core i7,64.00,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A3000,,,,3331.99
Dell,Alienware m18 Laptop,18.00,Black,1000.00,Core i9,64.00,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4080,,,,3002.99
Dell,Latitude 3420 Laptop,14.00,Black,256.00,Core i5,8.00,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce MX450,,,,813.99
Dell,Latitude 7320 Laptop,13.30,,512.00,Core i5,16.00,Windows 10 Home,,Integrated,,,,807.99
Dell,Latitude 5520 Laptop,15.60,Black,1000.00,Core i5,16.00,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1757.99
Dell,Precision 3470 Laptop,14.00,Silver,256.00,Core i7,16.00,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,1046.99
Dell,Latitude 7440 2-in-1,14.00,Black,512.00,Core i7,16.00,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,2401.99
ROKC,,15.60,Blue,1152.00,Pentium,20.00,Windows 11,,Integrated,Intel,1.10,5.00,389.99
HP,,14.00,Rose Gold,64.00,Celeron N4000,16.00,Windows 11,,Integrated,Intel,1.10,4.70,389.99
HP,,15.60,Black,1000.00,Pentium N5000,16.00,Windows 11,,Integrated,Intel,1.10,4.40,459.99
Dell,Alienware m18 Laptop,18.00,Black,1000.00,Core i9,32.00,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,,2790.04
MSI,Stealth 15M B12UE,15.60,Core Black,2 TB,Core i7 Family,48.00,Windows 10 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating",Dedicated,,,,1689.00
Dell,Vostro 3510 Laptop,15.60,Black,512.00,Core i5,32.00,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,773.99
Dell,Precision 3581 Laptop,15.60,Silver,512.00,Core i9,16.00,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX 2000 Ada,,,,2268.99
Dell,Inspiron 5630 Laptop,16.00,"Gray, Platinum Silver",1000.00,Core i7,16.00,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 2050,,,,1207.99
Dell,Latitude 7440 Laptop,14.00,Black,256.00,Core i5,16.00,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,1212.99
Dell,Latitude 7340 Laptop,13.30,Black,512.00,Core i7,16.00,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1311.99
Dell,Latitude 3420 Laptop,14.00,,2000.00,Core i5,,Windows 11 Home,,,,,,880.99
Dell,Inspiron 5410 2-in-1,14.00,"Grey, Platinum Silver",128.00,Core i5,4.00,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,764.99
HP,,15.60,Silver,1000.00,Intel Core i5,64.00,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.50,999.99
DELL,Inspiron,16.00,Silver,1000.00,Intel Core i5,32.00,Windows 11,,Integrated,Intel,,,899.99
ROKC,Ideapad 3,15.60,Gray,1000.00,Intel Core i5,20.00,Windows 11,,Integrated,Intel,,,639.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,,Intel Core i9,32.00,Windows 11 Home,,Dedicated,,1.80,5.00,1599.00
MSI,Stealth GS66 12UGS-025,15.60,Core Black,,Intel Core i9,32.00,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.80,1.00,1699.00
ROKC,,14.00,Blue,1000.00,Intel Core i7,8.00,Windows 11,,Integrated,Intel,1.20,,589.99
Dell,Latitude 3520 Laptop,15.60,,512.00,Core i5,,Windows 10 Home,,,,,,921.16
Dell,Vostro 3510 Laptop,15.60,Black,512.00,Core i5,16.00,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,802.99
Dell,Latitude 7420 Laptop,14.00,,512.00,Core i7,16.00,Windows 11 Home,,Integrated,,,,801.99
Dell,Latitude 5420 Laptop,14.00,Black,1000.00,Core i5,32.00,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1267.99
